date,sku,region,temp,promo,event,sales
2025-06-23,Fanta500,Bangalore,39,0,0,8439
2025-06-24,Fanta500,Bangalore,29,0,0,8033
2025-06-25,Fanta500,Bangalore,39,0,0,9383
2025-06-26,Fanta500,Bangalore,34,0,0,9080
2025-06-27,Fanta500,Bangalore,40,0,1,10785
2025-06-28,Fanta500,Bangalore,23,0,0,8427
2025-06-29,Fanta500,Bangalore,35,0,0,9862
2025-06-30,Fanta500,Bangalore,34,0,0,8834
2025-07-01,Fanta500,Bangalore,23,1,0,8732
2025-07-02,Fanta500,Bangalore,38,1,0,10197
2025-07-03,Fanta500,Bangalore,31,0,0,8442
2025-07-04,Fanta500,Bangalore,33,0,0,7816
2025-07-05,Fanta500,Bangalore,37,0,0,9712
2025-07-06,Fanta500,Bangalore,38,0,0,9804
2025-07-07,Fanta500,Bangalore,23,0,0,7858
2025-07-08,Fanta500,Bangalore,36,0,0,9226
2025-07-09,Fanta500,Bangalore,32,1,0,9789
2025-07-10,Fanta500,Bangalore,25,0,0,7455
2025-07-11,Fanta500,Bangalore,30,0,0,8504
2025-07-12,Fanta500,Bangalore,40,0,0,9096
2025-07-13,Fanta500,Bangalore,37,0,0,9416
2025-07-14,Fanta500,Bangalore,31,0,0,8264
2025-07-15,Fanta500,Bangalore,20,0,0,7423
2025-07-16,Fanta500,Bangalore,37,0,0,9625
2025-07-17,Fanta500,Bangalore,37,0,0,8523
2025-07-18,Fanta500,Bangalore,20,0,0,7266
2025-07-19,Fanta500,Bangalore,24,0,0,8275
2025-07-20,Fanta500,Bangalore,22,0,0,8141
2025-07-21,Fanta500,Bangalore,23,0,0,7651
2025-07-22,Fanta500,Bangalore,37,0,0,8468
2025-07-23,Fanta500,Bangalore,41,0,0,8611
2025-07-24,Fanta500,Bangalore,37,0,0,8869
2025-07-25,Fanta500,Bangalore,22,0,0,7577
2025-07-26,Fanta500,Bangalore,22,0,0,8333
2025-07-27,Fanta500,Bangalore,21,0,0,7589
2025-07-28,Fanta500,Bangalore,39,1,0,10704
2025-07-29,Fanta500,Bangalore,31,0,0,8472
2025-07-30,Fanta500,Bangalore,31,0,0,8432
2025-07-31,Fanta500,Bangalore,34,0,0,8629
2025-08-01,Fanta500,Bangalore,38,0,0,8679
2025-08-02,Fanta500,Bangalore,26,1,0,9483
2025-08-03,Fanta500,Bangalore,35,1,0,10343
2025-08-04,Fanta500,Bangalore,34,0,0,8678
2025-08-05,Fanta500,Bangalore,23,0,0,7398
2025-08-06,Fanta500,Bangalore,23,1,0,9092
2025-08-07,Fanta500,Bangalore,35,0,0,8767
2025-08-08,Fanta500,Bangalore,32,0,0,8064
2025-08-09,Fanta500,Bangalore,24,0,0,8229
2025-08-10,Fanta500,Bangalore,32,0,0,8577
2025-08-11,Fanta500,Bangalore,39,0,0,8733
2025-08-12,Fanta500,Bangalore,39,0,0,9058
2025-08-13,Fanta500,Bangalore,30,0,0,8620
2025-08-14,Fanta500,Bangalore,25,0,0,7674
2025-08-15,Fanta500,Bangalore,22,0,0,7589
2025-08-16,Fanta500,Bangalore,36,0,0,9562
2025-08-17,Fanta500,Bangalore,36,0,0,9022
2025-08-18,Fanta500,Bangalore,30,0,0,8322
2025-08-19,Fanta500,Bangalore,38,0,0,8894
2025-08-20,Fanta500,Bangalore,39,1,0,10016
2025-08-21,Fanta500,Bangalore,24,0,0,7855
2025-08-22,Fanta500,Bangalore,27,0,0,8115
2025-08-23,Fanta500,Bangalore,37,0,0,9307
2025-08-24,Fanta500,Bangalore,20,0,0,8658
2025-08-25,Fanta500,Bangalore,25,0,0,8102
2025-08-26,Fanta500,Bangalore,36,0,0,8101
2025-08-27,Fanta500,Bangalore,39,0,0,9120
2025-08-28,Fanta500,Bangalore,29,1,0,9299
2025-08-29,Fanta500,Bangalore,20,0,0,7931
2025-08-30,Fanta500,Bangalore,28,1,0,10186
2025-08-31,Fanta500,Bangalore,29,0,0,9579
2025-09-01,Fanta500,Bangalore,24,0,0,7681
2025-09-02,Fanta500,Bangalore,30,0,0,8420
2025-09-03,Fanta500,Bangalore,26,0,0,7900
2025-09-04,Fanta500,Bangalore,29,0,0,7886
2025-09-05,Fanta500,Bangalore,37,0,0,8784
2025-09-06,Fanta500,Bangalore,31,0,0,8457
2025-09-07,Fanta500,Bangalore,22,0,0,8162
2025-09-08,Fanta500,Bangalore,29,0,0,8431
2025-09-09,Fanta500,Bangalore,30,0,0,8430
2025-09-10,Fanta500,Bangalore,30,0,0,8370
2025-09-11,Fanta500,Bangalore,24,0,0,7582
2025-09-12,Fanta500,Bangalore,22,0,0,7423
2025-09-13,Fanta500,Bangalore,22,0,0,8523
2025-09-14,Fanta500,Bangalore,32,0,0,9186
2025-09-15,Fanta500,Bangalore,33,0,0,8875
2025-09-16,Fanta500,Bangalore,41,0,0,9375
2025-09-17,Fanta500,Bangalore,28,0,0,8408
2025-09-18,Fanta500,Bangalore,27,1,0,8766
2025-09-19,Fanta500,Bangalore,27,0,0,8053
2025-09-20,Fanta500,Bangalore,22,0,0,8216
2025-09-21,Fanta500,Bangalore,33,0,0,9581
2025-09-22,Fanta500,Bangalore,26,0,0,8035
2025-09-23,Fanta500,Bangalore,34,0,0,8572
2025-09-24,Fanta500,Bangalore,28,0,0,8160
2025-09-25,Fanta500,Bangalore,40,0,0,8964
2025-09-26,Fanta500,Bangalore,29,0,0,8566
2025-09-27,Fanta500,Bangalore,21,1,0,8956
2025-09-28,Fanta500,Bangalore,38,0,0,9599
2025-09-29,Fanta500,Bangalore,26,0,0,8069
2025-09-30,Fanta500,Bangalore,36,0,0,8862
2025-10-01,Fanta500,Bangalore,25,0,0,7812
2025-10-02,Fanta500,Bangalore,34,0,0,8897
2025-10-03,Fanta500,Bangalore,40,0,0,9318
2025-10-04,Fanta500,Bangalore,27,0,0,8401
2025-10-05,Fanta500,Bangalore,24,0,0,8754
2025-10-06,Fanta500,Bangalore,38,0,0,8667
2025-10-07,Fanta500,Bangalore,26,0,0,7583
2025-10-08,Fanta500,Bangalore,41,0,0,8825
2025-10-09,Fanta500,Bangalore,24,0,0,7744
2025-10-10,Fanta500,Bangalore,41,0,0,9281
2025-10-11,Fanta500,Bangalore,34,0,0,8750
2025-10-12,Fanta500,Bangalore,38,0,0,9492
2025-10-13,Fanta500,Bangalore,32,1,0,10433
2025-10-14,Fanta500,Bangalore,30,0,0,8193
2025-10-15,Fanta500,Bangalore,36,0,0,8336
2025-10-16,Fanta500,Bangalore,41,0,0,9133
2025-10-17,Fanta500,Bangalore,25,0,0,7310
2025-10-18,Fanta500,Bangalore,23,0,0,8395
2025-10-19,Fanta500,Bangalore,34,0,0,9186
2025-10-20,Fanta500,Bangalore,29,0,0,8335
2025-10-21,Fanta500,Bangalore,28,1,0,9047
2025-10-22,Fanta500,Bangalore,41,0,0,9106
2025-10-23,Fanta500,Bangalore,32,0,0,8237
2025-10-24,Fanta500,Bangalore,31,0,0,8443
2025-10-25,Fanta500,Bangalore,29,0,0,8856
2025-10-26,Fanta500,Bangalore,23,0,0,8409
2025-10-27,Fanta500,Bangalore,40,0,0,9092
2025-10-28,Fanta500,Bangalore,20,0,0,7412
2025-10-29,Fanta500,Bangalore,25,0,0,7661
2025-10-30,Fanta500,Bangalore,30,0,0,8775
2025-10-31,Fanta500,Bangalore,40,0,0,8919
2025-11-01,Fanta500,Bangalore,33,0,0,9938
2025-11-02,Fanta500,Bangalore,39,0,0,10030
2025-11-03,Fanta500,Bangalore,37,0,0,8970
2025-11-04,Fanta500,Bangalore,28,0,0,8273
2025-11-05,Fanta500,Bangalore,29,0,0,7628
2025-11-06,Fanta500,Bangalore,25,0,0,8342
2025-11-07,Fanta500,Bangalore,39,0,0,8937
2025-11-08,Fanta500,Bangalore,34,0,0,9407
2025-11-09,Fanta500,Bangalore,26,0,0,8762
2025-11-10,Fanta500,Bangalore,41,0,0,9377
2025-11-11,Fanta500,Bangalore,28,1,0,9357
2025-11-12,Fanta500,Bangalore,38,0,0,9316
2025-11-13,Fanta500,Bangalore,34,0,0,8589
2025-11-14,Fanta500,Bangalore,31,0,0,8478
2025-11-15,Fanta500,Bangalore,39,0,0,9937
2025-11-16,Fanta500,Bangalore,37,0,0,9529
2025-11-17,Fanta500,Bangalore,24,0,0,7538
2025-11-18,Fanta500,Bangalore,34,0,0,8342
2025-11-19,Fanta500,Bangalore,31,0,0,7950
2025-11-20,Fanta500,Bangalore,32,0,0,8521
2025-11-21,Fanta500,Bangalore,25,0,0,7725
2025-11-22,Fanta500,Bangalore,34,1,0,9933
2025-11-23,Fanta500,Bangalore,39,0,0,9787
2025-11-24,Fanta500,Bangalore,21,0,0,7275
2025-11-25,Fanta500,Bangalore,22,1,0,9296
2025-11-26,Fanta500,Bangalore,41,0,0,9450
2025-11-27,Fanta500,Bangalore,22,0,0,8024
2025-11-28,Fanta500,Bangalore,34,1,0,9782
2025-11-29,Fanta500,Bangalore,34,0,0,9614
2025-11-30,Fanta500,Bangalore,33,0,0,9206
2025-12-01,Fanta500,Bangalore,21,0,0,7594
2025-12-02,Fanta500,Bangalore,28,1,0,9442
2025-12-03,Fanta500,Bangalore,39,0,0,9180
2025-12-04,Fanta500,Bangalore,22,1,0,8778
2025-12-05,Fanta500,Bangalore,27,0,0,7994
2025-12-06,Fanta500,Bangalore,31,1,0,10536
2025-12-07,Fanta500,Bangalore,38,1,0,10875
2025-12-08,Fanta500,Bangalore,29,0,0,7769
2025-12-09,Fanta500,Bangalore,39,0,0,8861
2025-12-10,Fanta500,Bangalore,29,0,0,8012
2025-12-11,Fanta500,Bangalore,26,0,0,8125
2025-12-12,Fanta500,Bangalore,39,0,0,9634
2025-12-13,Fanta500,Bangalore,23,0,0,8924
2025-12-14,Fanta500,Bangalore,34,0,0,8948
2025-12-15,Fanta500,Bangalore,33,0,0,7995
2025-12-16,Fanta500,Bangalore,41,0,0,9412
2025-12-17,Fanta500,Bangalore,34,0,0,8105
2025-12-18,Fanta500,Bangalore,32,0,1,10779
2025-12-19,Fanta500,Bangalore,40,0,0,9367
2025-12-20,Fanta500,Bangalore,40,0,0,9754
2025-12-21,Fanta500,Bangalore,37,1,0,10832
2025-12-22,Fanta500,Bangalore,27,1,0,9597
2025-12-23,Fanta500,Bangalore,38,0,0,9221
2025-12-24,Fanta500,Bangalore,33,0,1,10192
2025-12-25,Fanta500,Bangalore,41,0,0,9282
2025-12-26,Fanta500,Bangalore,21,0,0,7697
2025-12-27,Fanta500,Bangalore,22,0,0,8437
2025-12-28,Fanta500,Bangalore,36,0,0,9592
2025-12-29,Fanta500,Bangalore,25,1,1,10764
2025-12-30,Fanta500,Bangalore,22,0,0,7497
2025-12-31,Fanta500,Bangalore,29,0,0,8408
2025-01-01,Fanta500,Chennai,26,0,0,8777
2025-01-02,Fanta500,Chennai,28,0,0,8975
2025-01-03,Fanta500,Chennai,31,0,0,9114
2025-01-04,Fanta500,Chennai,27,0,0,9209
2025-01-05,Fanta500,Chennai,34,0,0,9934
2025-01-06,Fanta500,Chennai,35,0,0,9108
2025-01-07,Fanta500,Chennai,37,0,0,9426
2025-01-08,Fanta500,Chennai,25,1,0,10586
2025-01-09,Fanta500,Chennai,26,0,0,9046
2025-01-10,Fanta500,Chennai,32,0,0,9280
2025-01-11,Fanta500,Chennai,37,0,0,10051
2025-01-12,Fanta500,Chennai,38,0,0,10079
2025-01-13,Fanta500,Chennai,22,0,0,7987
2025-01-14,Fanta500,Chennai,31,0,0,9477
2025-01-15,Fanta500,Chennai,32,0,0,9304
2025-01-16,Fanta500,Chennai,41,0,0,9950
2025-01-17,Fanta500,Chennai,30,0,0,9160
2025-01-18,Fanta500,Chennai,31,0,0,9902
2025-01-19,Fanta500,Chennai,36,0,0,9961
2025-01-20,Fanta500,Chennai,25,0,0,8754
2025-01-21,Fanta500,Chennai,41,0,0,9498
2025-01-22,Fanta500,Chennai,32,0,0,9360
2025-01-23,Fanta500,Chennai,29,0,0,9311
2025-01-24,Fanta500,Chennai,39,0,0,10036
2025-01-25,Fanta500,Chennai,40,1,0,11994
2025-01-26,Fanta500,Chennai,29,0,0,9760
2025-01-27,Fanta500,Chennai,29,0,0,8502
2025-01-28,Fanta500,Chennai,25,0,0,8421
2025-01-29,Fanta500,Chennai,21,1,0,9763
2025-01-30,Fanta500,Chennai,23,1,1,11419
2025-01-31,Fanta500,Chennai,33,0,0,9254
2025-02-01,Fanta500,Chennai,24,0,0,9290
2025-02-02,Fanta500,Chennai,26,0,0,8999
2025-02-03,Fanta500,Chennai,30,0,0,8948
2025-02-04,Fanta500,Chennai,25,1,0,9804
2025-02-05,Fanta500,Chennai,28,0,0,9289
2025-02-06,Fanta500,Chennai,25,1,0,10166
2025-02-07,Fanta500,Chennai,29,1,0,10052
2025-02-08,Fanta500,Chennai,28,0,0,9236
2025-02-09,Fanta500,Chennai,22,0,0,8827
2025-02-10,Fanta500,Chennai,25,0,0,9203
2025-02-11,Fanta500,Chennai,39,0,0,9320
2025-02-12,Fanta500,Chennai,41,0,0,9741
2025-02-13,Fanta500,Chennai,22,0,0,8115
2025-02-14,Fanta500,Chennai,36,0,0,9356
2025-02-15,Fanta500,Chennai,29,0,0,9658
2025-02-16,Fanta500,Chennai,35,0,0,9641
2025-02-17,Fanta500,Chennai,23,0,0,8863
2025-02-18,Fanta500,Chennai,40,0,0,10128
2025-02-19,Fanta500,Chennai,38,0,0,9771
2025-02-20,Fanta500,Chennai,29,0,0,9291
2025-02-21,Fanta500,Chennai,23,0,0,8744
2025-02-22,Fanta500,Chennai,27,1,0,10269
2025-02-23,Fanta500,Chennai,26,0,0,9293
2025-02-24,Fanta500,Chennai,21,0,0,8511
2025-02-25,Fanta500,Chennai,28,0,1,10787
2025-02-26,Fanta500,Chennai,21,0,0,8745
2025-02-27,Fanta500,Chennai,37,0,0,9308
2025-02-28,Fanta500,Chennai,37,0,0,9860
2025-03-01,Fanta500,Chennai,24,0,0,9584
2025-03-02,Fanta500,Chennai,27,0,0,9686
2025-03-03,Fanta500,Chennai,23,0,0,8400
2025-03-04,Fanta500,Chennai,28,0,1,10884
2025-03-05,Fanta500,Chennai,24,0,0,8418
2025-03-06,Fanta500,Chennai,31,0,0,9231
2025-03-07,Fanta500,Chennai,35,0,0,9247
2025-03-08,Fanta500,Chennai,26,0,0,9771
2025-03-09,Fanta500,Chennai,32,0,0,9657
2025-03-10,Fanta500,Chennai,28,0,1,11109
2025-03-11,Fanta500,Chennai,34,0,0,10098
2025-03-12,Fanta500,Chennai,21,0,0,7929
2025-03-13,Fanta500,Chennai,31,0,1,11325
2025-03-14,Fanta500,Chennai,20,0,0,8455
2025-03-15,Fanta500,Chennai,21,0,0,8897
2025-03-16,Fanta500,Chennai,40,1,0,12247
2025-03-17,Fanta500,Chennai,21,0,0,8763
2025-03-18,Fanta500,Chennai,31,0,0,8990
2025-03-19,Fanta500,Chennai,29,0,0,9056
2025-03-20,Fanta500,Chennai,41,0,0,9405
2025-03-21,Fanta500,Chennai,27,0,0,8239
2025-03-22,Fanta500,Chennai,29,0,0,9283
2025-03-23,Fanta500,Chennai,27,0,0,9805
2025-03-24,Fanta500,Chennai,40,0,0,9965
2025-03-25,Fanta500,Chennai,26,0,0,8813
2025-03-26,Fanta500,Chennai,30,0,1,10773
2025-03-27,Fanta500,Chennai,27,0,0,8872
2025-03-28,Fanta500,Chennai,40,0,0,9824
2025-03-29,Fanta500,Chennai,21,0,0,9039
2025-03-30,Fanta500,Chennai,30,0,0,9115
2025-03-31,Fanta500,Chennai,26,0,0,8836
2025-04-01,Fanta500,Chennai,37,0,0,9580
2025-04-02,Fanta500,Chennai,27,0,1,10710
2025-04-03,Fanta500,Chennai,20,1,0,9798
2025-04-04,Fanta500,Chennai,33,0,0,9297
2025-04-05,Fanta500,Chennai,37,0,0,10439
2025-04-06,Fanta500,Chennai,28,0,0,9702
2025-04-07,Fanta500,Chennai,34,0,0,9564
2025-04-08,Fanta500,Chennai,28,0,0,9343
2025-04-09,Fanta500,Chennai,41,0,0,10035
2025-04-10,Fanta500,Chennai,23,1,0,9237
2025-04-11,Fanta500,Chennai,38,1,1,13450
2025-04-12,Fanta500,Chennai,23,0,0,9452
2025-04-13,Fanta500,Chennai,23,0,0,9175
2025-04-14,Fanta500,Chennai,31,1,0,10271
2025-04-15,Fanta500,Chennai,40,0,0,10181
2025-04-16,Fanta500,Chennai,25,0,0,8610
2025-04-17,Fanta500,Chennai,30,0,0,9180
2025-04-18,Fanta500,Chennai,20,0,0,8438
2025-04-19,Fanta500,Chennai,37,0,0,9616
2025-04-20,Fanta500,Chennai,24,0,0,9211
2025-04-21,Fanta500,Chennai,39,0,0,9533
2025-04-22,Fanta500,Chennai,40,0,0,9442
2025-04-23,Fanta500,Chennai,39,1,0,10887
2025-04-24,Fanta500,Chennai,35,0,0,10237
2025-04-25,Fanta500,Chennai,31,0,0,9696
2025-04-26,Fanta500,Chennai,25,0,0,9190
2025-04-27,Fanta500,Chennai,37,1,0,11328
2025-04-28,Fanta500,Chennai,39,1,0,10871
2025-04-29,Fanta500,Chennai,20,0,0,7838
2025-04-30,Fanta500,Chennai,30,0,0,9131
2025-05-01,Fanta500,Chennai,20,0,0,8125
2025-05-02,Fanta500,Chennai,36,0,0,9621
2025-05-03,Fanta500,Chennai,21,0,0,9250
2025-05-04,Fanta500,Chennai,32,0,1,11231
2025-05-05,Fanta500,Chennai,26,0,0,8554
2025-05-06,Fanta500,Chennai,23,0,0,8498
2025-05-07,Fanta500,Chennai,27,0,1,9861
2025-05-08,Fanta500,Chennai,41,0,0,10650
2025-05-09,Fanta500,Chennai,35,0,0,9867
2025-05-10,Fanta500,Chennai,24,0,0,9058
2025-05-11,Fanta500,Chennai,39,0,0,9488
2025-05-12,Fanta500,Chennai,21,0,0,8374
2025-05-13,Fanta500,Chennai,35,0,0,9486
2025-05-14,Fanta500,Chennai,32,0,0,9753
2025-05-15,Fanta500,Chennai,35,0,0,9612
2025-05-16,Fanta500,Chennai,26,0,0,8672
2025-05-17,Fanta500,Chennai,31,0,0,10345
2025-05-18,Fanta500,Chennai,24,0,0,8586
2025-05-19,Fanta500,Chennai,32,0,0,9526
2025-05-20,Fanta500,Chennai,21,1,0,9575
2025-05-21,Fanta500,Chennai,24,0,0,8968
2025-05-22,Fanta500,Chennai,35,0,0,9309
2025-05-23,Fanta500,Chennai,34,0,0,9398
2025-05-24,Fanta500,Chennai,25,0,0,9702
2025-05-25,Fanta500,Chennai,30,0,0,9499
2025-05-26,Fanta500,Chennai,30,0,0,9239
2025-05-27,Fanta500,Chennai,41,1,0,11067
2025-05-28,Fanta500,Chennai,35,0,0,9146
2025-05-29,Fanta500,Chennai,25,0,0,8345
2025-05-30,Fanta500,Chennai,39,0,0,10295
2025-05-31,Fanta500,Chennai,35,0,0,10011
2025-06-01,Fanta500,Chennai,40,1,1,13326
2025-06-02,Fanta500,Chennai,33,0,0,9475
2025-06-03,Fanta500,Chennai,33,1,0,10273
2025-06-04,Fanta500,Chennai,23,0,0,8699
2025-06-05,Fanta500,Chennai,21,0,0,8936
2025-06-06,Fanta500,Chennai,26,0,0,8919
2025-06-07,Fanta500,Chennai,39,0,0,10286
2025-06-08,Fanta500,Chennai,21,0,0,8717
2025-06-09,Fanta500,Chennai,20,0,0,8278
2025-06-10,Fanta500,Chennai,34,0,0,9125
2025-06-11,Fanta500,Chennai,28,0,0,9134
2025-06-12,Fanta500,Chennai,27,0,0,8713
2025-06-13,Fanta500,Chennai,26,0,0,8674
2025-06-14,Fanta500,Chennai,20,0,0,9023
2025-06-15,Fanta500,Chennai,36,0,0,9952
2025-06-16,Fanta500,Chennai,37,0,0,9397
2025-06-17,Fanta500,Chennai,20,0,0,8367
2025-06-18,Fanta500,Chennai,32,1,0,10157
2025-06-19,Fanta500,Chennai,33,1,0,10550
2025-06-20,Fanta500,Chennai,28,0,0,8784
2025-06-21,Fanta500,Chennai,40,0,0,10618
2025-06-22,Fanta500,Chennai,21,0,0,8886
2025-06-23,Fanta500,Chennai,35,0,0,9437
2025-06-24,Fanta500,Chennai,37,0,0,9588
2025-06-25,Fanta500,Chennai,28,0,0,8579
2025-06-26,Fanta500,Chennai,22,0,0,8477
2025-06-27,Fanta500,Chennai,20,0,0,8060
2025-06-28,Fanta500,Chennai,35,0,0,10637
2025-06-29,Fanta500,Chennai,22,0,0,8810
2025-06-30,Fanta500,Chennai,38,0,0,9571
2025-07-01,Fanta500,Chennai,27,0,0,8916
2025-07-02,Fanta500,Chennai,40,0,0,9894
2025-07-03,Fanta500,Chennai,39,0,0,9054
2025-07-04,Fanta500,Chennai,30,0,0,9279
2025-07-05,Fanta500,Chennai,29,0,0,9921
2025-07-06,Fanta500,Chennai,31,0,0,9943
2025-07-07,Fanta500,Chennai,27,0,0,8769
2025-07-08,Fanta500,Chennai,40,0,0,10164
2025-07-09,Fanta500,Chennai,30,0,1,9990
2025-07-10,Fanta500,Chennai,27,0,0,8462
2025-07-11,Fanta500,Chennai,31,0,0,9149
2025-07-12,Fanta500,Chennai,36,0,0,10061
2025-07-13,Fanta500,Chennai,23,0,0,8831
2025-07-14,Fanta500,Chennai,37,0,0,9716
2025-07-15,Fanta500,Chennai,37,0,0,8939
2025-07-16,Fanta500,Chennai,21,0,0,8451
2025-07-17,Fanta500,Chennai,21,0,0,8433
2025-07-18,Fanta500,Chennai,39,0,0,9480
2025-07-19,Fanta500,Chennai,25,0,0,9252
2025-07-20,Fanta500,Chennai,35,0,0,10315
2025-07-21,Fanta500,Chennai,34,0,0,8876
2025-07-22,Fanta500,Chennai,35,0,0,9820
2025-07-23,Fanta500,Chennai,28,0,0,9255
2025-07-24,Fanta500,Chennai,35,1,0,10908
2025-07-25,Fanta500,Chennai,24,0,0,8401
2025-07-26,Fanta500,Chennai,33,0,1,11499
2025-07-27,Fanta500,Chennai,37,0,0,10189
2025-07-28,Fanta500,Chennai,40,0,0,9657
2025-07-29,Fanta500,Chennai,30,0,0,8649
2025-07-30,Fanta500,Chennai,41,0,0,9991
2025-07-31,Fanta500,Chennai,28,0,0,8782
2025-08-01,Fanta500,Chennai,33,0,0,9354
2025-08-02,Fanta500,Chennai,40,0,0,10447
2025-08-03,Fanta500,Chennai,38,0,0,10451
2025-08-04,Fanta500,Chennai,20,0,0,7903
2025-08-05,Fanta500,Chennai,23,0,0,8635
2025-08-06,Fanta500,Chennai,23,1,0,10158
2025-08-07,Fanta500,Chennai,41,0,0,9785
2025-08-08,Fanta500,Chennai,37,0,0,9582
2025-08-09,Fanta500,Chennai,32,0,1,11865
2025-08-10,Fanta500,Chennai,40,1,0,11363
2025-08-11,Fanta500,Chennai,34,0,0,9780
2025-08-12,Fanta500,Chennai,26,1,0,10169
2025-08-13,Fanta500,Chennai,24,0,0,9129
2025-08-14,Fanta500,Chennai,29,0,0,9383
2025-08-15,Fanta500,Chennai,29,0,0,8903
2025-08-16,Fanta500,Chennai,20,0,0,9079
2025-08-17,Fanta500,Chennai,24,0,0,8452
2025-08-18,Fanta500,Chennai,41,0,0,9784
2025-08-19,Fanta500,Chennai,39,0,0,9733
2025-08-20,Fanta500,Chennai,34,0,0,9668
2025-08-21,Fanta500,Chennai,41,0,0,10481
2025-08-22,Fanta500,Chennai,36,0,0,10150
2025-08-23,Fanta500,Chennai,32,0,1,11045
2025-08-24,Fanta500,Chennai,28,0,0,8992
2025-08-25,Fanta500,Chennai,21,0,0,8427
2025-08-26,Fanta500,Chennai,36,0,0,9455
2025-08-27,Fanta500,Chennai,39,0,0,9570
2025-08-28,Fanta500,Chennai,34,1,0,10855
2025-08-29,Fanta500,Chennai,32,0,0,8960
2025-08-30,Fanta500,Chennai,20,0,0,8314
2025-08-31,Fanta500,Chennai,27,0,0,9602
2025-09-01,Fanta500,Chennai,31,0,1,10362
2025-09-02,Fanta500,Chennai,32,0,0,8827
2025-09-03,Fanta500,Chennai,35,0,0,9148
2025-09-04,Fanta500,Chennai,40,0,0,10032
2025-09-05,Fanta500,Chennai,23,0,0,8504
2025-09-06,Fanta500,Chennai,25,0,0,9049
2025-09-07,Fanta500,Chennai,35,0,0,9997
2025-09-08,Fanta500,Chennai,34,0,0,8903
2025-09-09,Fanta500,Chennai,36,0,0,9807
2025-09-10,Fanta500,Chennai,32,0,0,9003
2025-09-11,Fanta500,Chennai,35,0,0,9581
2025-09-12,Fanta500,Chennai,25,0,0,8847
2025-09-13,Fanta500,Chennai,30,0,0,9917
2025-09-14,Fanta500,Chennai,38,0,0,10302
2025-09-15,Fanta500,Chennai,28,0,0,9015
2025-09-16,Fanta500,Chennai,21,0,0,8457
2025-09-17,Fanta500,Chennai,39,0,0,9800
2025-09-18,Fanta500,Chennai,38,1,0,10689
2025-09-19,Fanta500,Chennai,24,0,0,8903
2025-09-20,Fanta500,Chennai,31,0,0,9926
2025-09-21,Fanta500,Chennai,40,0,0,10397
2025-09-22,Fanta500,Chennai,25,0,0,8497
2025-09-23,Fanta500,Chennai,26,0,0,8412
2025-09-24,Fanta500,Chennai,36,0,0,10119
2025-09-25,Fanta500,Chennai,22,0,0,8037
2025-09-26,Fanta500,Chennai,32,0,0,9418
2025-09-27,Fanta500,Chennai,36,0,1,11755
2025-09-28,Fanta500,Chennai,37,0,0,9866
2025-09-29,Fanta500,Chennai,32,0,0,9156
2025-09-30,Fanta500,Chennai,30,0,0,9369
2025-10-01,Fanta500,Chennai,39,0,0,10060
2025-10-02,Fanta500,Chennai,26,0,0,7931
2025-10-03,Fanta500,Chennai,36,0,0,9652
2025-10-04,Fanta500,Chennai,24,0,0,9025
2025-10-05,Fanta500,Chennai,38,0,0,9886
2025-10-06,Fanta500,Chennai,31,0,0,9111
2025-10-07,Fanta500,Chennai,22,0,0,8151
2025-10-08,Fanta500,Chennai,29,1,0,10359
2025-10-09,Fanta500,Chennai,31,0,0,9226
2025-10-10,Fanta500,Chennai,21,0,0,8333
2025-10-11,Fanta500,Chennai,27,0,0,9602
2025-10-12,Fanta500,Chennai,30,0,0,9912
2025-10-13,Fanta500,Chennai,36,0,0,9195
2025-10-14,Fanta500,Chennai,26,0,0,8675
2025-10-15,Fanta500,Chennai,33,0,0,9416
2025-10-16,Fanta500,Chennai,23,1,0,10131
2025-10-17,Fanta500,Chennai,28,0,0,8785
2025-10-18,Fanta500,Chennai,36,1,0,11422
2025-10-19,Fanta500,Chennai,22,0,0,8697
2025-10-20,Fanta500,Chennai,38,0,0,9585
2025-10-21,Fanta500,Chennai,22,0,0,8569
2025-10-22,Fanta500,Chennai,41,0,0,9667
2025-10-23,Fanta500,Chennai,32,0,0,9084
2025-10-24,Fanta500,Chennai,20,0,0,8114
2025-10-25,Fanta500,Chennai,28,0,0,9742
2025-10-26,Fanta500,Chennai,39,1,0,11879
2025-10-27,Fanta500,Chennai,29,0,0,9017
2025-10-28,Fanta500,Chennai,23,0,0,8462
2025-10-29,Fanta500,Chennai,36,0,0,9320
2025-10-30,Fanta500,Chennai,37,0,0,9501
2025-10-31,Fanta500,Chennai,20,0,1,10147
2025-11-01,Fanta500,Chennai,25,0,0,9292
2025-11-02,Fanta500,Chennai,35,0,0,9696
2025-11-03,Fanta500,Chennai,23,0,0,8428
2025-11-04,Fanta500,Chennai,34,0,0,9355
2025-11-05,Fanta500,Chennai,24,0,0,8342
2025-11-06,Fanta500,Chennai,38,1,0,11194
2025-11-07,Fanta500,Chennai,41,0,0,10083
2025-11-08,Fanta500,Chennai,22,0,0,8884
2025-11-09,Fanta500,Chennai,32,0,0,10147
2025-11-10,Fanta500,Chennai,39,0,0,9991
2025-11-11,Fanta500,Chennai,24,0,0,9197
2025-11-12,Fanta500,Chennai,28,1,0,10423
2025-11-13,Fanta500,Chennai,27,0,0,8571
2025-11-14,Fanta500,Chennai,26,0,0,8821
